record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R006148,Cinnamomum verum var4,Cinnamon (var4),tree,North America,Canada,2013,8.926,60.889,0.839,2777.675,573.671,1575.133,5775.487,58.7143,215.2858,3.73,2.99,0.0109,1.94,56.54,4.044,5.26,1674.4,Peaty,2.071,384.5,-22.452503,-166.034403,8.16,green_roof,99.07,none,CR,0.039,0.51,0,0.299,Hybrid-synthetic (modeled from literature distributions)
R006149,Pongamia pinnata var6,Karanja (var6),tree,North America,Mexico,2014,12.868,41.75,0.563,1262.472,416.256,789.002,2893.008,32.722,119.9807,4.15,-2.65,0.0336,1.761,91.161,1.12,-4.99,825.2,Chalky,2.314,400.5,-9.929864,-87.820951,17.96,community_garden,48.49,moderate,CR,0.46,3.75,0,0.385,Hybrid-synthetic (modeled from literature distributions)
R006150,Tectona grandis var6,Teak (var6),tree,South America,Argentina,2008,24.321,35.047,0.624,1863.6,585.517,1151.085,4220.646,76.2519,279.5904,6.62,4.48,0.0186,2.41,69.239,2.11,13.86,2443.6,Peaty,1.767,0.0,2.195998,-171.376265,21.25,campus,21.73,none,NT,0.859,11.7,0,0.272,Hybrid-synthetic (modeled from literature distributions)
R006151,Prunus domestica var6,Plum (var6),tree,North America,Canada,2020,11.466,71.181,0.417,2419.923,773.728,1501.016,5503.726,1.501,5.5037,0.1,-3.75,0.0331,1.802,28.113,0.5,28.71,1561.9,Silty,1.412,595.9,46.576016,-99.875545,39.07,garden,20.23,high,EN,0.284,5.14,0,0.12,Hybrid-synthetic (modeled from literature distributions)
R006152,Lavandula angustifolia var3,Lavender (var3),flower,Europe,Poland,2019,0.198,0.0,,0.16,0.03,0.089,0.327,0.0298,0.1092,33.34,-0.46,0.3505,1.16,0.973,0.325,-1.17,434.4,Sandy,3.451,53.8,-9.618253,135.077259,26.03,green_roof,19.43,low,EN,0.66,0.07,1,0.169,Hybrid-synthetic (modeled from literature distributions)
R006153,Cinnamomum verum,Cinnamon (common),tree,North America,Mexico,2016,8.524,5.0,0.437,9.322,3.035,5.808,21.296,0.3258,1.1947,5.61,-0.88,0.0158,3.332,80.97,0.911,8.24,1248.8,Loam,2.09,438.3,34.414462,-138.570913,26.03,garden,11.9,none,NT,0.112,14.36,1,0.205,Hybrid-synthetic (modeled from literature distributions)
R006154,Grevillea robusta var7,Silk oak (var7),tree,North America,United States,2022,16.382,24.306,0.483,467.586,141.225,286.141,1049.184,2.378,8.7193,0.83,-0.41,0.0201,1.965,92.536,0.981,18.16,123.3,Chalky,0.1,1281.0,8.848684,-137.813503,31.03,campus,21.29,none,EN,0.846,3.73,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006155,Cordia africana var7,Cordia (var7),tree,South America,Brazil,2010,15.069,47.235,0.65,2183.973,529.516,1275.34,4676.246,45.533,166.9543,3.57,1.37,0.01,2.518,1.0,1.206,21.83,2557.3,Loam,2.493,0.0,6.81883,89.318297,64.38,residential_yard,12.36,none,NT,0.816,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006156,Chrysanthemum morifolium var4,Chrysanthemum (var4),flower,Oceania,Fiji,2007,0.1,0.0,,0.15,0.037,0.088,0.323,0.0311,0.1142,35.33,0.77,0.4494,0.302,0.409,0.114,19.31,1283.1,Loam,3.634,399.3,43.430128,138.155282,31.1,campus,33.43,none,DD,0.372,11.2,0,0.287,Hybrid-synthetic (modeled from literature distributions)
R006157,Ginkgo biloba var4,Ginkgo (var4),tree,Oceania,Fiji,2003,12.108,32.125,0.484,604.636,133.024,346.7,1271.234,0.3467,1.2712,0.1,-1.21,0.0362,0.997,85.968,2.81,13.36,200.0,Peaty,2.466,0.0,44.429337,29.003946,27.92,urban_park,35.99,none,EN,0.529,8.38,0,0.244,Hybrid-synthetic (modeled from literature distributions)
R006158,Citrus sinensis var7,Orange tree (var7),tree,Europe,Italy,2000,11.278,54.304,0.627,2086.572,651.739,1287.006,4719.023,69.4435,254.6262,5.4,-3.97,0.0104,2.386,95.81,1.916,13.98,497.2,Loam,0.1,219.2,33.133175,-175.082574,8.67,campus,38.38,high,NT,0.956,0.0,0,0.056,Hybrid-synthetic (modeled from literature distributions)
R006159,Lantana camara var4,Lantana (var4),flower,Africa,Kenya,2019,0.122,0.0,,0.118,0.021,0.065,0.239,0.0007,0.0024,1.0,0.6,0.282,0.738,0.589,0.05,21.4,854.8,Loam,2.387,674.3,-19.145951,-47.527559,44.36,green_roof,36.02,low,LC,0.377,6.37,0,0.218,Hybrid-synthetic (modeled from literature distributions)
R006160,Mangifera indica,Mango (common),tree,Europe,France,2024,21.235,52.326,0.442,2568.515,555.412,1468.246,5383.567,49.4629,181.364,3.37,-0.37,0.0112,3.397,16.237,1.773,11.55,940.1,Chalky,0.772,13.7,17.471828,149.201816,36.08,campus,11.97,high,CR,0.807,18.06,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006161,Jacaranda mimosifolia,Jacaranda (common),tree,Europe,Spain,2007,17.503,6.603,0.662,50.514,15.354,30.958,113.512,1.5013,5.5048,4.85,-1.92,0.041,4.415,51.472,1.438,16.19,923.4,Clay,1.346,144.2,-56.754108,-140.630254,29.85,roadside,53.04,moderate,CR,0.927,12.38,1,0.416,Hybrid-synthetic (modeled from literature distributions)
R006162,Delonix regia var4,Flame tree (var4),tree,Africa,Ethiopia,2012,16.68,9.65,0.559,86.779,26.502,53.242,195.221,1.4354,5.2633,2.7,1.53,0.0256,3.088,37.178,1.64,25.74,1547.6,Loam-Clay,1.072,778.4,38.928018,78.170953,10.52,natural_forest,28.89,none,CR,0.509,17.54,0,0.321,Hybrid-synthetic (modeled from literature distributions)
R006163,Prunus domestica var8,Plum (var8),tree,Asia,China,2022,9.742,5.0,0.717,17.473,4.531,10.342,37.921,0.0291,0.1069,0.28,-1.11,0.0148,1.067,29.814,1.771,24.24,1135.8,Silty,2.47,0.0,55.320129,-69.42575,34.34,green_roof,38.96,none,VU,0.524,10.38,1,0.16,Hybrid-synthetic (modeled from literature distributions)
R006164,Citrus sinensis var4,Orange tree (var4),tree,Africa,Uganda,2013,12.316,39.557,0.497,958.706,266.749,575.964,2111.868,17.546,64.3354,3.05,-2.21,0.01,4.954,36.553,1.051,19.84,1097.6,Chalky,2.178,1259.1,31.815794,164.905395,21.87,garden,15.1,low,VU,0.699,17.43,1,0.001,Hybrid-synthetic (modeled from literature distributions)
R006165,Hibiscus rosa-sinensis var6,Hibiscus (var6),flower,South America,Chile,2004,0.1,0.0,,0.274,0.041,0.148,0.542,0.1168,0.4284,79.03,0.64,0.127,1.334,0.048,0.164,15.54,370.7,Loam,2.565,185.7,3.025953,-19.157319,18.51,green_roof,0.36,none,DD,0.257,26.84,0,0.148,Hybrid-synthetic (modeled from literature distributions)
R006166,Chrysanthemum morifolium var2,Chrysanthemum (var2),flower,Oceania,Australia,2013,0.329,0.0,,0.063,0.007,0.033,0.122,0.0018,0.0065,5.32,-0.16,0.1696,1.702,1.187,0.346,23.59,847.4,Chalky,0.86,124.9,59.190846,22.374551,11.47,roadside,1.94,low,VU,0.294,9.02,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006167,Ficus benjamina var7,Weeping fig (var7),tree,North America,United States,2002,6.699,55.065,0.647,1315.067,411.559,811.514,2975.552,27.6542,101.3988,3.41,-0.44,0.01,3.168,99.573,1.804,0.1,153.8,Sandy,1.124,681.7,-21.481525,-168.319056,25.62,residential_yard,21.42,none,LC,0.225,8.23,0,0.019,Hybrid-synthetic (modeled from literature distributions)
R006168,Ginkgo biloba var6,Ginkgo (var6),tree,North America,Mexico,2018,9.928,10.154,0.337,34.493,9.676,20.759,76.118,0.3549,1.3013,1.71,-2.64,0.0339,3.723,87.501,2.022,15.59,736.9,Silty,1.709,334.6,46.931122,-165.721803,22.31,urban_park,38.01,high,NT,0.396,19.65,0,0.129,Hybrid-synthetic (modeled from literature distributions)
R006169,Bougainvillea glabra var5,Bougainvillea (var5),flower,Africa,Kenya,2018,0.267,0.0,,0.139,0.031,0.08,0.293,0.0613,0.2248,76.81,-1.78,0.05,0.567,0.07,0.317,20.07,1379.7,Peaty,1.434,339.8,-50.067934,-83.41465,44.55,community_garden,43.94,moderate,NT,0.779,20.21,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006170,Cinnamomum verum,Cinnamon (common),tree,South America,Colombia,2013,11.872,28.575,0.744,721.461,243.67,453.612,1663.243,10.5074,38.5272,2.32,-0.45,0.0252,3.08,85.1,2.371,19.55,589.5,Clay,2.209,13.7,30.982417,-130.315746,45.72,urban_park,34.3,low,EN,0.585,23.65,0,0.295,Hybrid-synthetic (modeled from literature distributions)
R006171,Chrysanthemum morifolium var3,Chrysanthemum (var3),flower,Africa,South Africa,2017,0.821,0.0,,0.116,0.017,0.063,0.23,0.0418,0.1534,66.75,-4.85,0.05,0.643,0.782,0.513,17.94,722.6,Loam-Clay,2.09,1042.6,-6.337949,86.577759,39.32,garden,22.71,none,VU,0.4,9.59,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006172,Ficus benjamina var6,Weeping fig (var6),tree,North America,United States,2015,11.4,69.158,0.674,3673.29,808.09,2106.248,7722.91,95.5711,350.4275,4.54,2.24,0.0184,5.375,57.025,2.457,21.95,462.5,Loam,2.401,0.0,0.343997,31.976611,41.26,urban_park,28.98,high,LC,0.395,6.88,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006173,Acer platanoides var8,Norway maple (var8),tree,Asia,Thailand,2000,8.155,22.195,0.338,135.671,29.517,77.638,284.674,2.0696,7.5886,2.67,-2.83,0.0135,3.023,92.824,1.516,19.39,750.3,Loam,1.985,0.0,-18.887099,-128.028859,33.48,urban_park,135.77,low,LC,0.792,21.16,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006174,Acacia senegal var3,Gum acacia (var3),tree,Europe,Poland,2021,7.021,47.701,0.302,482.95,160.568,302.453,1108.996,6.0761,22.2792,2.01,-0.56,0.0335,2.899,18.431,2.36,10.75,319.7,Silty,1.922,228.2,31.188425,-140.048098,59.1,garden,24.98,high,LC,0.413,11.12,0,0.144,Hybrid-synthetic (modeled from literature distributions)
R006175,Rosa spp. var7,Rose (var7),flower,Africa,Ethiopia,2005,0.307,0.0,,0.116,0.022,0.065,0.238,0.0006,0.0024,1.0,0.78,0.05,0.37,0.821,0.216,20.36,554.8,Chalky,1.961,605.7,8.635615,-162.22106,62.1,residential_yard,27.63,high,VU,0.793,0.0,0,0.207,Hybrid-synthetic (modeled from literature distributions)
R006176,Lavandula angustifolia var7,Lavender (var7),flower,Europe,Poland,2014,0.324,0.0,,0.229,0.031,0.122,0.448,0.0425,0.1558,34.79,-3.02,0.2793,1.0,0.7,0.244,5.44,690.4,Peaty,2.734,380.8,57.198653,109.128543,69.7,garden,54.1,none,NT,0.066,1.38,0,0.181,Hybrid-synthetic (modeled from literature distributions)
R006177,Pinus radiata var7,Monterey pine (var7),tree,North America,United States,2017,19.711,5.0,0.634,31.217,7.682,18.283,67.036,0.4209,1.5432,2.3,0.29,0.0384,3.599,98.064,0.672,17.53,949.0,Sandy,2.151,1537.7,-27.355292,73.957373,54.14,green_roof,22.68,low,NT,0.343,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006178,Cecropia peltata var3,Trumpet tree (var3),tree,Asia,China,2018,9.741,5.0,0.545,13.277,4.058,8.148,29.874,0.4112,1.5076,5.05,0.29,0.0397,3.686,9.552,0.804,16.71,507.1,Silty,2.703,756.8,36.854159,-162.753992,45.21,garden,28.95,moderate,VU,0.612,16.13,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006179,Ficus benjamina var4,Weeping fig (var4),tree,Africa,Tanzania,2018,1.5,30.343,0.402,55.461,17.639,34.357,125.974,1.4259,5.2282,4.15,0.06,0.0472,5.499,112.63,2.414,30.18,521.8,Chalky,2.012,1337.9,-57.294102,-31.576351,38.55,campus,96.78,moderate,EN,0.07,16.97,0,0.149,Hybrid-synthetic (modeled from literature distributions)
R006180,Alnus glutinosa var5,Alder (var5),tree,Europe,Germany,2020,11.498,5.0,0.457,13.122,3.84,7.972,29.232,0.2927,1.0733,3.67,-0.8,0.0202,4.552,37.076,1.719,10.16,650.1,Sandy,1.603,154.1,12.29002,-63.569466,38.29,natural_forest,18.5,moderate,VU,0.433,13.17,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006181,Acer platanoides var2,Norway maple (var2),tree,North America,Mexico,2001,22.491,54.048,0.487,3197.207,790.095,1874.032,6871.451,76.9576,282.1778,4.11,1.7,0.0182,3.733,93.971,1.337,15.33,886.1,Sandy,3.247,1038.6,-58.829953,69.293707,14.81,community_garden,29.44,low,DD,0.232,8.98,1,0.159,Hybrid-synthetic (modeled from literature distributions)
R006182,Acer platanoides var3,Norway maple (var3),tree,North America,United States,2012,17.282,41.551,0.506,1511.09,399.007,897.745,3291.733,34.0897,124.9957,3.8,-0.64,0.0193,1.771,28.019,2.116,-1.03,401.1,Silty,1.548,105.4,18.391139,75.035822,42.47,campus,29.14,high,VU,0.409,11.27,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006183,Alnus glutinosa,Alder (common),tree,Oceania,Fiji,2011,11.664,38.201,0.571,972.178,216.329,558.598,2048.194,36.0937,132.3434,6.46,1.34,0.0249,0.773,130.54,1.128,13.83,244.9,Chalky,4.222,121.1,-12.435846,25.133292,5.99,urban_park,11.5,moderate,VU,0.418,21.85,0,0.485,Hybrid-synthetic (modeled from literature distributions)
R006184,Lantana camara var7,Lantana (var7),flower,Asia,Thailand,2015,0.882,0.0,,0.252,0.054,0.144,0.527,0.0265,0.0973,18.45,-1.24,0.1754,1.858,1.5,0.156,16.95,1337.7,Clay,1.053,0.0,19.994102,-174.983897,19.47,urban_park,2.98,none,DD,0.592,12.56,0,0.197,Hybrid-synthetic (modeled from literature distributions)
R006185,Hibiscus rosa-sinensis var8,Hibiscus (var8),flower,Oceania,New Zealand,2001,0.397,0.0,,0.215,0.038,0.119,0.435,0.0908,0.3329,76.49,1.84,0.2952,1.241,0.216,0.286,10.24,795.2,Peaty,0.687,436.5,15.362282,-96.350227,34.72,urban_park,10.24,low,LC,0.203,20.79,0,0.169,Hybrid-synthetic (modeled from literature distributions)
R006186,Cordia africana var4,Cordia (var4),tree,Asia,India,2020,22.831,32.921,0.633,1565.59,543.958,991.488,3635.455,43.2911,158.7341,4.37,0.02,0.0268,2.465,138.332,1.665,19.83,1288.9,Sandy,3.835,252.5,-37.449654,18.456484,36.93,campus,29.35,moderate,CR,0.494,14.85,1,0.185,Hybrid-synthetic (modeled from literature distributions)
R006187,Lavandula angustifolia,Lavender (common),flower,Africa,Tanzania,2006,0.1,0.0,,0.233,0.057,0.136,0.5,0.0152,0.0559,11.19,2.63,0.235,0.662,0.73,0.33,22.88,1025.9,Loam,1.364,618.3,-59.796061,77.529717,48.22,campus,107.31,none,VU,0.184,19.0,0,0.224,Hybrid-synthetic (modeled from literature distributions)
R006188,Prunus domestica var8,Plum (var8),tree,South America,Colombia,2008,10.214,19.109,0.601,224.03,55.335,131.302,481.44,4.3733,16.0353,3.33,-2.91,0.036,3.31,65.127,1.466,28.4,1420.8,Sandy,2.706,205.3,11.131155,-57.028647,21.43,roadside,14.81,none,LC,0.139,14.86,0,0.038,Hybrid-synthetic (modeled from literature distributions)
R006189,Casuarina equisetifolia var8,Casuarina (var8),tree,North America,United States,2002,11.404,27.786,0.25,220.123,62.2,132.692,486.537,5.9057,21.6543,4.45,0.89,0.01,2.277,1.0,1.917,9.9,938.2,Peaty,3.941,453.0,-7.218493,-105.267567,31.96,campus,68.21,low,VU,0.418,2.24,1,0.217,Hybrid-synthetic (modeled from literature distributions)
R006190,Prunus africana var8,African cherry (var8),tree,Africa,South Africa,2005,3.821,75.369,0.492,1067.011,267.239,627.097,2299.357,14.6879,53.8556,2.34,-1.25,0.01,4.229,1.0,1.596,25.72,684.7,Loam,2.048,948.4,22.787397,-21.750657,10.53,natural_forest,60.34,none,DD,0.516,18.41,0,0.145,Hybrid-synthetic (modeled from literature distributions)
R006191,Tagetes erecta var3,Marigold (var3),flower,Asia,India,2012,0.412,0.0,,0.173,0.039,0.1,0.365,0.0305,0.1117,30.6,-0.23,0.3023,0.782,0.01,0.317,21.12,1271.8,Chalky,1.59,785.2,-19.485512,-166.758025,21.08,residential_yard,19.3,low,EN,0.692,4.98,0,0.522,Hybrid-synthetic (modeled from literature distributions)
R006192,Citrus sinensis var5,Orange tree (var5),tree,Asia,China,2003,2.823,41.659,0.69,338.117,88.612,200.563,735.396,9.2199,33.8063,4.6,3.6,0.0451,1.818,131.779,0.906,27.39,1510.5,Silty,1.869,240.3,5.475102,-153.503697,31.32,roadside,42.13,moderate,LC,0.435,16.01,0,0.138,Hybrid-synthetic (modeled from literature distributions)
R006193,Chrysanthemum morifolium var2,Chrysanthemum (var2),flower,Asia,China,2003,0.82,0.0,,0.177,0.025,0.095,0.348,0.0039,0.0142,4.09,2.34,0.2416,1.13,0.701,0.226,20.61,1002.0,Sandy,2.16,0.0,59.503438,-144.673876,26.31,roadside,41.11,high,LC,0.336,16.1,0,0.331,Hybrid-synthetic (modeled from literature distributions)
R006194,Cordia africana var6,Cordia (var6),tree,Africa,Nigeria,2018,4.166,38.821,0.711,446.335,121.52,266.892,978.602,18.0908,66.3328,6.78,-3.39,0.0173,2.029,80.677,0.516,23.21,753.9,Clay,2.801,1833.0,-43.87931,55.442594,19.92,green_roof,13.62,high,DD,0.081,15.83,0,0.143,Hybrid-synthetic (modeled from literature distributions)
R006195,Picea abies,Norway spruce (common),tree,Africa,Tanzania,2024,17.785,17.504,0.622,339.048,97.516,205.185,752.345,3.8244,14.0229,1.86,0.47,0.0286,3.362,96.412,1.382,16.38,1540.5,Sandy,0.382,1400.7,56.396225,36.40748,30.14,green_roof,56.3,none,CR,0.851,0.0,0,0.035,Hybrid-synthetic (modeled from literature distributions)
R006196,Grevillea robusta var6,Silk oak (var6),tree,South America,Brazil,2000,6.191,15.807,0.699,108.085,29.954,64.878,237.887,1.1358,4.1646,1.75,-0.97,0.0195,3.672,1.0,1.157,18.18,1387.3,Loam-Clay,2.509,531.4,6.215933,-97.69656,28.93,green_roof,11.53,high,EN,0.402,8.21,1,0.075,Hybrid-synthetic (modeled from literature distributions)
R006197,Salix babylonica var8,Weeping willow (var8),tree,Oceania,New Zealand,2005,11.855,59.254,0.586,2440.816,553.068,1407.126,5159.461,64.7446,237.397,4.6,2.97,0.0375,4.17,108.046,1.713,14.93,1519.4,Loam-Clay,1.213,243.7,25.614347,61.184178,35.34,natural_forest,13.89,low,VU,0.579,7.6,0,0.082,Hybrid-synthetic (modeled from literature distributions)
R006198,Alnus glutinosa var5,Alder (var5),tree,Africa,South Africa,2013,9.344,15.95,0.438,104.227,24.11,60.319,221.168,3.8867,14.2513,6.44,2.78,0.0265,3.73,111.967,2.196,19.87,821.0,Loam,2.715,1310.8,-18.643521,-167.355287,84.4,green_roof,10.68,low,VU,0.468,0.0,0,0.216,Hybrid-synthetic (modeled from literature distributions)
R006199,Mangifera indica,Mango (common),tree,Asia,Vietnam,2000,8.114,25.314,0.491,255.268,64.508,150.295,551.082,6.3957,23.451,4.26,-2.43,0.01,5.236,69.548,1.219,21.51,2540.1,Loam,3.264,675.9,-5.256503,35.543117,47.31,garden,12.29,high,EN,0.4,6.39,0,0.382,Hybrid-synthetic (modeled from literature distributions)
R006200,Jacaranda mimosifolia var3,Jacaranda (var3),tree,Africa,South Africa,2013,2.055,49.714,0.572,290.353,95.213,181.216,664.459,3.5431,12.9915,1.96,-0.36,0.0121,2.531,140.014,1.597,16.72,1056.4,Clay,1.97,0.0,-17.031299,135.235199,26.55,natural_forest,22.26,none,NT,0.096,19.17,0,0.168,Hybrid-synthetic (modeled from literature distributions)
R006201,Pongamia pinnata var7,Karanja (var7),tree,South America,Peru,2006,15.871,29.342,0.479,654.977,199.637,401.669,1472.785,16.0656,58.9071,4.0,4.2,0.01,5.066,74.891,1.856,15.56,1571.6,Clay,0.301,213.3,-3.552837,153.792724,22.95,community_garden,59.45,high,EN,0.904,21.84,1,0.256,Hybrid-synthetic (modeled from literature distributions)
R006202,Pongamia pinnata var4,Karanja (var4),tree,Africa,Ethiopia,2009,8.704,30.716,0.625,513.308,174.472,323.257,1185.275,20.2536,74.2632,6.27,1.24,0.0202,2.45,62.401,1.037,20.71,1168.6,Peaty,1.806,872.0,-20.513672,142.064723,4.66,urban_park,50.87,moderate,EN,0.119,29.09,0,0.15,Hybrid-synthetic (modeled from literature distributions)
R006203,Delonix regia var4,Flame tree (var4),tree,North America,Canada,2006,3.616,27.364,0.722,195.493,55.03,117.746,431.734,4.4264,16.2301,3.76,-1.46,0.0406,1.713,34.496,0.692,4.86,767.3,Loam,3.081,1144.8,10.697882,142.501066,20.98,garden,37.42,high,DD,0.407,2.29,0,0.026,Hybrid-synthetic (modeled from literature distributions)
R006204,Hibiscus rosa-sinensis var5,Hibiscus (var5),flower,Oceania,Fiji,2024,0.834,0.0,,0.131,0.028,0.075,0.275,0.0185,0.0677,24.66,-1.24,0.1247,2.081,1.418,0.292,19.59,1521.6,Clay,1.37,283.0,35.532739,-148.408246,22.57,garden,100.8,high,LC,0.303,12.47,0,0.232,Hybrid-synthetic (modeled from literature distributions)
R006205,Ginkgo biloba var2,Ginkgo (var2),tree,South America,Colombia,2016,9.392,5.0,0.288,6.755,2.123,4.173,15.3,0.1137,0.4169,2.73,1.4,0.0211,1.794,1.0,1.088,30.17,784.2,Peaty,1.738,457.8,15.26909,-104.572492,28.28,roadside,42.66,high,DD,0.517,0.0,0,0.026,Hybrid-synthetic (modeled from literature distributions)
R006206,Chrysanthemum morifolium var4,Chrysanthemum (var4),flower,Asia,India,2015,0.385,0.0,,0.178,0.042,0.103,0.379,0.0013,0.0047,1.23,-2.41,0.218,1.494,0.73,0.324,16.02,463.0,Sandy,3.249,957.7,-56.120041,-133.073044,25.43,green_roof,50.94,none,LC,0.512,15.21,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006207,Grevillea robusta var3,Silk oak (var3),tree,Europe,Germany,2023,7.569,33.504,0.326,277.115,75.993,165.961,608.523,0.166,0.6085,0.1,4.89,0.01,3.061,41.26,0.876,11.61,711.8,Clay,2.715,672.1,31.48354,-69.963854,35.41,roadside,24.75,low,VU,0.632,17.63,0,0.075,Hybrid-synthetic (modeled from literature distributions)
R006208,Lavandula angustifolia,Lavender (common),flower,Europe,France,2009,0.242,0.0,,0.137,0.02,0.074,0.271,0.0159,0.0583,21.5,-0.2,0.1811,0.274,1.344,0.05,4.7,717.8,Silty,2.725,173.6,45.294573,-112.880852,17.53,community_garden,95.45,low,LC,0.326,18.63,0,0.223,Hybrid-synthetic (modeled from literature distributions)
R006209,Cecropia peltata,Trumpet tree (common),tree,North America,United States,2023,12.063,23.483,0.533,354.833,71.72,200.48,735.093,0.2005,0.7351,0.1,0.21,0.0198,2.117,20.589,0.5,2.54,1462.6,Silty,2.041,40.7,48.993556,81.879034,27.41,residential_yard,83.86,none,CR,0.707,17.97,1,0.4,Hybrid-synthetic (modeled from literature distributions)
R006210,Quercus robur,English oak (common),tree,Oceania,New Zealand,2012,20.272,48.276,0.525,2479.844,602.934,1448.906,5312.654,37.1315,136.1489,2.56,-0.44,0.0378,3.899,25.604,0.5,19.67,413.4,Peaty,2.098,505.4,46.783333,151.203847,38.37,green_roof,28.18,moderate,VU,0.713,22.2,0,0.246,Hybrid-synthetic (modeled from literature distributions)
R006211,Acacia senegal var4,Gum acacia (var4),tree,South America,Argentina,2015,15.823,46.768,0.545,1887.541,568.313,1154.251,4232.255,103.5522,379.6912,8.97,-0.68,0.0137,5.411,75.97,1.051,22.67,200.0,Chalky,2.259,524.3,-50.326038,165.414645,18.5,urban_park,36.37,low,VU,0.453,9.41,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R006212,Quercus robur var4,English oak (var4),tree,Africa,Ethiopia,2002,12.427,22.09,0.608,368.517,104.892,222.502,815.841,2.7346,10.0269,1.23,-1.09,0.0245,3.475,70.644,1.039,19.51,293.1,Silty,1.932,234.2,-43.654017,-94.896281,17.31,natural_forest,18.02,none,EN,0.774,17.41,0,0.069,Hybrid-synthetic (modeled from literature distributions)
R006213,Eucalyptus globulus var7,Blue gum (var7),tree,North America,United States,2006,14.964,11.246,0.461,87.191,22.078,51.357,188.308,0.3934,1.4425,0.77,4.19,0.01,0.5,48.908,2.367,3.64,892.1,Chalky,1.408,674.3,45.234532,168.204256,6.4,urban_park,16.29,none,LC,0.648,6.38,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R006214,Albizia saman,Rain tree (common),tree,North America,United States,2017,14.388,34.837,0.528,921.481,195.242,524.86,1924.486,14.6065,53.5571,2.78,4.35,0.01,4.892,68.995,1.176,3.7,2067.4,Loam,3.845,432.0,-59.095699,-134.948977,46.05,roadside,13.5,none,EN,0.597,3.87,0,0.355,Hybrid-synthetic (modeled from literature distributions)
R006215,Pinus radiata var4,Monterey pine (var4),tree,Africa,Uganda,2010,13.144,46.23,0.595,1671.762,411.985,979.361,3590.992,18.378,67.386,1.88,-0.9,0.01,1.56,99.683,1.373,21.24,1189.9,Silty,1.404,1027.3,41.552311,141.650835,38.29,natural_forest,17.46,moderate,EN,0.648,18.7,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R006216,Picea abies var5,Norway spruce (var5),tree,Africa,Kenya,2002,7.184,56.446,0.6,1373.123,311.217,791.64,2902.679,29.722,108.9808,3.75,1.78,0.0246,2.723,68.175,0.993,25.33,1006.7,Peaty,0.806,1329.2,51.628682,64.5971,37.63,roadside,26.36,moderate,VU,0.682,6.08,0,0.17,Hybrid-synthetic (modeled from literature distributions)
R006217,Albizia saman var3,Rain tree (var3),tree,North America,Mexico,2001,5.997,24.345,0.584,207.689,51.632,121.881,446.897,8.2258,30.1613,6.75,-3.86,0.01,3.432,5.896,2.467,2.95,989.6,Chalky,1.156,204.5,25.953815,-5.798128,20.81,community_garden,61.41,low,VU,0.447,0.34,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006218,Grevillea robusta var7,Silk oak (var7),tree,Africa,South Africa,2008,15.58,33.16,0.25,428.286,130.042,262.414,962.185,15.1324,55.4855,5.77,2.8,0.01,4.501,46.02,0.5,26.29,1046.5,Loam,2.553,472.2,-41.13255,103.83825,52.09,residential_yard,51.41,low,VU,0.432,1.19,1,0.106,Hybrid-synthetic (modeled from literature distributions)
R006219,Grevillea robusta var4,Silk oak (var4),tree,Africa,Tanzania,2015,10.456,74.621,0.483,2811.931,903.848,1746.416,6403.525,113.2857,415.3808,6.49,4.08,0.0239,0.532,36.809,1.198,21.32,1209.2,Clay,0.1,160.8,8.457636,-62.856018,10.07,residential_yard,51.99,high,EN,0.774,0.0,1,0.137,Hybrid-synthetic (modeled from literature distributions)
R006220,Tectona grandis var2,Teak (var2),tree,Europe,Italy,2004,10.098,40.075,0.395,640.639,210.303,399.943,1466.457,35.5925,130.506,8.9,2.43,0.01,1.865,57.688,1.664,10.19,526.7,Loam,2.919,77.8,37.671583,-76.308778,55.4,campus,112.59,none,DD,0.662,13.76,0,0.146,Hybrid-synthetic (modeled from literature distributions)
